,Mean,2.5q,97.5q
v_subj(equal_friend).53,-3.511255052877107,-3.783203021289115,-3.23008450296283
v_subj(equal_friend).54,-3.50119164811594,-3.778976773793577,-3.2075224415567445
v_subj(equal_friend).55,-3.49384466014943,-3.7643236691131188,-3.212714857480415
v_subj(equal_friend).56,-3.520056685124025,-3.795967268201599,-3.2343261440883415
v_subj(equal_friend).57,-3.4650607672326172,-3.746473361327917,-3.1440613424256516
v_subj(equal_friend).58,-3.5435753761408892,-3.81331619087992,-3.2697544845465156
v_subj(equal_friend).59,-3.513038288059427,-3.7838024192725626,-3.2309893882738625
v_subj(equal_friend).60,-3.4885876385709786,-3.7676348108088433,-3.1942373082278688
v_subj(equal_friend).61,-3.5022280553383434,-3.7729165771025484,-3.2156067568236795
v_subj(equal_friend).62,-3.5088554990535017,-3.7815521694765306,-3.2174213654039674
v_subj(equal_friend).63,-3.5077199770757543,-3.7921240808230423,-3.1996789182635923
v_subj(equal_friend).64,-3.4894406641727502,-3.7644977143393197,-3.190530448068773
v_subj(equal_friend).65,-3.5176057088194663,-3.7879319383473513,-3.2431504404506715
v_subj(equal_friend).66,-3.4795029014412444,-3.76235673801012,-3.176444218549835
v_subj(equal_friend).67,-3.5057729365893646,-3.781422148095285,-3.2070773209527017
v_subj(equal_friend).68,-3.4981931323619913,-3.7818030827325453,-3.2149874554112943
v_subj(equal_friend).69,-3.4778530823677567,-3.7554214274898015,-3.1606722569235237
v_subj(equal_self).35,2.817570785346366,2.5321269321847923,3.0968828980454477
v_subj(equal_self).36,2.8358383001667926,2.5714847445174893,3.1211181541690065
v_subj(equal_self).37,2.8259315120347854,2.5540245396243657,3.111907530536286
v_subj(equal_self).38,2.8192661831187236,2.5381600121046275,3.0975199508009794
v_subj(equal_self).39,2.784097437010905,2.5090999274718406,3.055501320471272
v_subj(equal_self).40,2.8667770257652436,2.583994923985997,3.176729122578697
v_subj(equal_self).41,2.816118078115661,2.54404578278515,3.0926181895201847
v_subj(equal_self).42,2.823494622750526,2.5554758686040344,3.1145527011102603
v_subj(equal_self).43,2.8370812748888383,2.559868506159694,3.1237124925629933
v_subj(equal_self).44,2.831772532285174,2.5584187717961275,3.106799207556806
v_subj(equal_self).45,2.8061443756484006,2.5232494985122287,3.0755241197070684
v_subj(equal_self).46,2.8367997367838567,2.562210325587449,3.13388425209462
v_subj(equal_self).47,2.8288532467603162,2.5515534041078136,3.1025815203620253
v_subj(equal_self).48,2.799331655638633,2.512072220730294,3.0813406411803785
v_subj(equal_self).49,2.8350591070585294,2.5642295784406164,3.1344603112317353
v_subj(equal_self).50,2.826005767859211,2.5461058788257542,3.116380441864215
v_subj(equal_self).51,2.8091972697730805,2.531887512684668,3.0863398765977643
v_subj(equal_self).52,2.793844715504233,2.502369165677761,3.062119627358931
v_subj(equal_self).53,2.8101995349903106,2.5282819178530027,3.098511659044506
v_subj(equal_self).54,2.809459562928654,2.5368244696275197,3.09831964033392
v_subj(equal_self).55,2.851748453871793,2.579347106840982,3.1517682752281044
v_subj(equal_self).56,2.8047091651273157,2.5201214320469463,3.0666654581784885
v_subj(equal_self).57,2.87269046058573,2.5936512962392797,3.1895433090241854
v_subj(equal_self).58,2.829328546704458,2.551868645173897,3.0997183537865522
v_subj(equal_self).59,2.820878280108778,2.5331857327812046,3.1127229208166773
v_subj(equal_self).60,2.810491385616309,2.526981284598008,3.0958731169900604
v_subj(equal_self).61,2.8330196555411966,2.5590300094837253,3.1303190259502642
v_subj(equal_self).62,2.802069963043372,2.5247208891474715,3.075847596495208
v_subj(equal_self).63,2.8464113869819534,2.571220343715338,3.1577109648741555
v_subj(equal_self).64,2.834058279136828,2.566088241962816,3.1167955631376385
v_subj(equal_self).65,2.8057847749961615,2.528325499622965,3.0730402831642936
v_subj(equal_self).66,2.8604302059684934,2.580888665258674,3.1719821479549246
v_subj(equal_self).67,2.871452373412766,2.5977570472262803,3.1931603836759272
v_subj(equal_self).68,2.8232431910102713,2.5440758249854696,3.1076459210548575
v_subj(equal_self).69,2.820521233238616,2.5433065083363577,3.1066736014488985
v_subj(none_friend).0,-2.734303840673116,-2.9841896942667443,-2.4922968750597136
v_subj(none_friend).1,-2.7421392941605514,-3.0092015204591083,-2.4976398083097684
v_subj(none_friend).2,-2.737839794924407,-3.0040033900259666,-2.4945572386664447
v_subj(none_friend).3,-2.750666979133417,-3.0242482835998143,-2.508885269606794
v_subj(none_friend).4,-2.722598207648621,-2.9850956190781144,-2.478331077555941
v_subj(none_friend).5,-2.7287480221907856,-3.0077481329657307,-2.4826171578437743
v_subj(none_friend).6,-2.748910553043143,-3.037595524600356,-2.499461229347706
v_subj(none_friend).7,-2.724918319920454,-2.985310708282548,-2.4836281474322806
v_subj(none_friend).8,-2.7748348858707668,-3.069918628786922,-2.5312223479287237
v_subj(none_friend).9,-2.725009144355161,-2.988825229097017,-2.4696688873607915
v_subj(none_friend).10,-2.751293871642891,-3.0293432629337067,-2.5104896652982625
v_subj(none_friend).11,-2.6772272735187963,-2.9225178736398627,-2.3778020246008627
v_subj(none_friend).12,-2.7593731448046217,-3.0361761070208035,-2.5265841583027804
v_subj(none_friend).13,-2.730161307637157,-3.015858632157295,-2.484628738529414
v_subj(none_friend).14,-2.749753572277059,-3.034998578219569,-2.5050206614459434
v_subj(none_friend).15,-2.69720539846323,-2.9486378116485064,-2.4138707373298054
v_subj(none_friend).16,-2.7709960113333874,-3.0727156738332573,-2.5445657184304373
v_subj(none_friend).17,-2.7234528651473484,-3.001290033264426,-2.467012777129928
v_subj(none_friend).18,-2.7340505295942137,-2.992049340569744,-2.4895347456662984
v_subj(none_friend).19,-2.728917404903928,-2.994262786946484,-2.4796965855820225
